stock_code,company_eng,codename
23810,인팩,제조업
4100,태양금속공업,제조업
53060,세동,제조업
241690,유니테크노,제조업
5030,부산주공,제조업
18500,동원금속,제조업
90080,평화산업,제조업
64960,S&T모티브,제조업
122690,서진오토모티브,제조업
1620,동국실업,제조업
118990,모트렉스,제조업
31510,오스템,제조업
15230,대창단조,제조업
170030,현대공업,제조업
46070,코다코,제조업
75180,새론오토모티브,제조업
24910,경창산업,제조업
212560,네오오토,제조업
23800,인지컨트롤스,제조업
40610,SG&G,제조업
80440,에스제이케이,제조업
53270,구영테크,제조업
13720,청보산업,제조업
13310,아진산업,제조업
130740,티피씨글로벌,제조업
12280,영화금속,제조업
215360,우리산업,제조업
90150,광진윈텍,제조업
41650,상신브레이크,제조업
92200,디아이씨,제조업
123040,엠에스오토텍,제조업
53700,삼보모터스,제조업
21820,세원정공,제조업
9680,모토닉,제조업
2880,대유에이텍,제조업
123700,에스제이엠,제조업
3570,S&T중공업,제조업
24900,덕양산업,제조업
33600,에이코넬,제조업
33250,체시스,제조업
19540,일지테크,제조업
5710,대원산업,제조업
23000,삼원강재,제조업
116100,태양기계,제조업
143210,핸즈코퍼레이션,제조업
107640,한중엔시에스,제조업
80470,성창오토텍,제조업
120780,전우정밀,제조업
9320,대우부품,제조업
11320,유니크,제조업
78590,두올산업,제조업
16740,두올,제조업
104040,대성파인텍,제조업
11210,현대위아,제조업
24120,KB오토시스,제조업
67570,엔브이에이치코리아,제조업
5850,에스엘,제조업
430,대원강업,제조업
123410,코리아에프티,제조업
10100,한국프랜지공업,제조업
214330,금호에이치티,제조업
113810,디젠스,제조업
65500,오리엔트정공,제조업
66590,우수AMS,제조업
38110,에코플라스틱,제조업
234100,세원,제조업
73070,에스모,제조업
12860,서연전자,제조업
12330,현대모비스,제조업
1420,태원물산,제조업
2920,유성기업,제조업
13870,지엠비코리아,제조업
33530,세종공업,제조업
10580,지코,제조업
122350,삼기오토모티브,제조업
204320,만도,제조업
43370,평화정공,제조업
134780,화진,제조업
200880,서연이화,제조업
85910,네오티스,제조업
265560,영화테크,제조업
24830,세원물산,제조업
6660,삼성공조,제조업
1380,SG충방,제조업
15750,성우하이텍,제조업
13520,화승알앤에이,제조업
126640,화신정공,제조업
24740,한일단조,제조업
10690,화신,제조업
71850,캐스텍코리아,제조업
88290,이원컴포텍,제조업
5380,현대자동차,제조업
270,기아자동차,제조업
3620,쌍용자동차,제조업
14200,광림,제조업
92780,동양피스톤,제조업
67170,오텍,제조업
67990,도이치모터스,도매 및 소매업
43610,지니뮤직,정보통신업
46110,한일네트웍스,정보통신업
93320,케이아이엔엑스,정보통신업
23590,다우기술,정보통신업
20120,키다리스튜디오,정보통신업
33130,디지틀조선,정보통신업
229480,줌인터넷,정보통신업
42000,카페24,정보통신업
52220,iMBC,정보통신업
35420,NAVER,정보통신업
53110,소리바다,정보통신업
35720,카카오,정보통신업
78000,텔코웨어,정보통신업
127710,아시아경제,정보통신업
143240,사람인에이치알,정보통신업
72130,유엔젤,정보통신업
228180,티씨엠생명과학,"전문, 과학 및 기술 서비스업"
217950,파마리서치바이오,"전문, 과학 및 기술 서비스업"
142760,바이오리더스,"전문, 과학 및 기술 서비스업"
83790,크리스탈,"전문, 과학 및 기술 서비스업"
168330,내츄럴엔도텍,"전문, 과학 및 기술 서비스업"
215570,크로넥스,"전문, 과학 및 기술 서비스업"
215380,우정바이오,"전문, 과학 및 기술 서비스업"
140410,메지온,"전문, 과학 및 기술 서비스업"
86080,다이노나,"전문, 과학 및 기술 서비스업"
109820,진매트릭스,"전문, 과학 및 기술 서비스업"
236340,메디젠휴먼케어,"전문, 과학 및 기술 서비스업"
251280,안지오랩,"전문, 과학 및 기술 서비스업"
216400,바이오코아,"전문, 과학 및 기술 서비스업"
215600,신라젠,"전문, 과학 및 기술 서비스업"
86040,바이오톡스텍,"전문, 과학 및 기술 서비스업"
199800,툴젠,"전문, 과학 및 기술 서비스업"
185490,아이진,"전문, 과학 및 기술 서비스업"
220250,카이노스메드,"전문, 과학 및 기술 서비스업"
206650,유바이오로직스,"전문, 과학 및 기술 서비스업"
281310,바이오시네틱스,"전문, 과학 및 기술 서비스업"
127120,디엔에이링크,"전문, 과학 및 기술 서비스업"
196170,알테오젠,"전문, 과학 및 기술 서비스업"
228760,지노믹트리,"전문, 과학 및 기술 서비스업"
217600,켐온,"전문, 과학 및 기술 서비스업"
204840,지엘팜텍,"전문, 과학 및 기술 서비스업"
229500,노브메타파마,"전문, 과학 및 기술 서비스업"
205290,케미메디,"전문, 과학 및 기술 서비스업"
86460,에스엔피제네틱스,"전문, 과학 및 기술 서비스업"
258540,스템랩,"전문, 과학 및 기술 서비스업"
141080,레고켐바이오,"전문, 과학 및 기술 서비스업"
95700,제넥신,"전문, 과학 및 기술 서비스업"
203400,에이비온,"전문, 과학 및 기술 서비스업"
84990,바이로메드,"전문, 과학 및 기술 서비스업"
47920,씨트리,"전문, 과학 및 기술 서비스업"
245620,EDGC,"전문, 과학 및 기술 서비스업"
115180,큐리언트,"전문, 과학 및 기술 서비스업"
271850,다이오진,"전문, 과학 및 기술 서비스업"
84650,랩지노믹스,"전문, 과학 및 기술 서비스업"
222670,플럼라인생명과학,"전문, 과학 및 기술 서비스업"
154030,아시아종묘,"농업, 임업 및 어업"
54050,농우바이오,"농업, 임업 및 어업"
3690,코리안리,금융 및 보험업
37400,우리조명,제조업
1210,금호전기,제조업
82850,우리이티아이,제조업
45890,DB라이텍,제조업
36190,금화피에스시,건설업
39570,HDC아이콘트롤스,건설업
78940,일경산업개발,건설업
60370,KT서브마린,건설업
94820,일진파워,건설업
42940,상지카일룸,건설업
51600,한전KPS,건설업
272420,극동자동화,건설업
15760,한국전력공사,"전기, 가스, 증기 및 공기 조절 공급업"
31310,아이즈비전,정보통신업
36630,세종텔레콤,정보통신업
115310,인포바인,정보통신업
17670,SK텔레콤,정보통신업
30200,케이티,정보통신업
32640,LG유플러스,정보통신업
6490,인스코비,정보통신업
36800,나이스정보통신,정보통신업
25770,한국정보통신,정보통신업
65530,전파기지국,정보통신업
39420,케이엘넷,정보통신업
52600,한네트,정보통신업
119850,지엔씨에너지,NA
17040,광명전기,NA
47310,파워로직스,NA
71280,로체시스템즈,NA
24810,이화전기,NA
32820,우리기술,NA
267260,현대일렉트릭,NA
131390,피앤이솔루션,NA
217320,썬테크,NA
33100,제룡전기,NA
79960,동양이엔피,NA
298040,효성중공업,NA
54220,비츠로시스,NA
260870,시그넷이브이,NA
187270,신화콘텍,NA
58610,에스피지,NA
189860,서전기전,NA
53160,프리엠스,NA
37030,파워넷,NA
43200,파루,NA
95910,에스에너지,NA
26890,디피씨,NA
10120,LS산전,NA
7610,선도전기,NA
65710,서호전기,NA
68240,다원시스,NA
237750,피앤씨테크,NA
48430,유라테크,NA
25540,한국단자공업,NA
20710,시공테크,"전문, 과학 및 기술 서비스업"
39830,오로라,"전문, 과학 및 기술 서비스업"
4130,대덕GDS,제조업
222800,심텍,제조업
122990,와이솔,제조업
226350,아이엠텍,제조업
67770,세진티에스,제조업
43260,성호전자,제조업
36010,아비코전자,제조업
12340,뉴인텍,제조업
219130,타이거일렉,제조업
15260,에이엔피,제조업
7660,이수페타시스,제조업
37330,인지디스플레,제조업
72520,케이디네이쳐엔바이오,제조업
49520,유아이엘,제조업
155960,지디,제조업
59100,아이컴포넌트,제조업
101390,아이엠,제조업
33160,엠케이전자,제조업
60720,KH바텍,제조업
106080,알비케이이엠디,제조업
27580,상보,제조업
34220,LG디스플레이,제조업
263600,덕우전자,제조업
96640,멜파스,제조업
91700,파트론,제조업
87600,픽셀플러스,제조업
101490,에스앤에스텍,제조업
50090,휘닉스소재,제조업
127160,매직마이크로,제조업
105550,트루윈,제조업
78600,대주전자재료,제조업
126340,비나텍,제조업
151910,나노스,제조업
91340,S&K폴리텍,제조업
7810,코리아써키트,제조업
177830,파버나인,제조업
155650,와이엠씨,제조업
90740,연이정보통신,제조업
49120,파인디앤씨,제조업
33240,자화전자,제조업
94190,이엘케이,제조업
66900,디에이피,제조업
66670,디스플레이텍,제조업
52710,아모텍,제조업
94970,제이엠티,제조업
213420,덕산네오룩스,제조업
80580,오킨스전자,제조업
36810,에프에스티,제조업
38460,바이오스마트,제조업
51370,인터플렉스,제조업
14910,성문전자,제조업
65680,우주일렉트로,제조업
24850,피에스엠씨,제조업
214430,아이쓰리시스템,제조업
98120,마이크로컨텍솔,제조업
9470,삼화전기,제조업
54040,한국컴퓨터,제조업
43580,에임하이,제조업
72950,빛샘전자,제조업
90460,비에이치,제조업
191600,티케이씨,제조업
33200,모아텍,제조업
4710,한솔테크닉스,제조업
263810,상신전자,제조업
68940,아이씨케이,제조업
5680,삼영전자공업,제조업
9150,삼성전기,제조업
42600,새로닉스,제조업
50110,캠시스,제조업
101160,월덱스,제조업
193250,와이제이엠게임즈,제조업
57500,SKC솔믹스,제조업
52020,에스티큐브,제조업
38880,아이에이,제조업
92300,현우산업,제조업
115530,씨엔플러스,제조업
91120,이엠텍,제조업
149950,아바텍,제조업
37950,엘컴텍,제조업
54210,이랜텍,제조업
44990,에이치엔에스하이텍,제조업
11070,LG이노텍,제조업
115450,지트리비앤티,제조업
272290,이녹스첨단소재,제조업
154040,솔루에타,제조업
190510,나무가,제조업
69330,유아이디,제조업
45300,성우테크론,제조업
60230,이그잭스,제조업
179900,유티아이,제조업
47440,레이젠,제조업
123010,옵토팩,제조업
52290,트레이스,제조업
178780,유테크,제조업
41590,에너전트,제조업
208710,바이오로그디바이스,제조업
58470,리노공업,제조업
131760,파인텍,제조업
191410,육일씨엔에쓰,제조업
85670,뉴프렉스,제조업
114120,크루셜텍,제조업
33180,필룩스,제조업
1820,삼화콘덴서공업,제조업
148250,알엔투테크놀로지,제조업
9140,경인전자,제조업
20150,일진머티리얼즈,제조업
32960,동일기연,제조업
95340,ISC,제조업
176440,에이치엔티,제조업
8060,대덕전자,제조업
131400,액트,제조업
105330,케이엔더블유,제조업
25320,시노펙스,제조업
121890,에스디시스템,제조업
140670,알에스오토메이션,제조업
195870,해성디에스,제조업
500,가온전선,제조업
10170,대한광통신,제조업
135160,지오씨,제조업
6340,대원전선,제조업
103590,일진전기,제조업
1440,대한전선,제조업
25750,한솔홈데코,제조업
139480,이마트,도매 및 소매업
282330,BGF리테일,도매 및 소매업
6370,대구백화점,도매 및 소매업
27390,한화갤러리아타임월드,도매 및 소매업
67830,세이브존I&C,도매 및 소매업
19010,그랜드백화점,도매 및 소매업
27410,BGF,도매 및 소매업
69960,현대백화점,도매 및 소매업
4170,신세계,도매 및 소매업
7070,GS리테일,도매 및 소매업
37710,광주신세계,도매 및 소매업
5440,현대그린푸드,도매 및 소매업
950170,JTC,도매 및 소매업
23530,롯데쇼핑,도매 및 소매업
71320,지역난방공사,NA
11300,성안,제조업
1070,대한방직,제조업
65950,웰크론,제조업
3610,방림,제조업
32800,판타지오,"예술, 스포츠 및 여가관련 서비스업"
204630,화이브라더스코리아,"예술, 스포츠 및 여가관련 서비스업"
52190,이에스에이,"예술, 스포츠 및 여가관련 서비스업"
64350,현대로템,제조업
19680,대교,교육 서비스업
95720,웅진씽크빅,교육 서비스업
57540,옴니시스템,제조업
215090,한컴유니맥스,제조업
181340,이즈미디어,제조업
281820,케이씨텍,제조업
140860,파크시스템스,제조업
269620,시스웍,제조업
39230,에이아이비트,제조업
60540,에스에이티,제조업
25560,미래산업,제조업
222160,바이옵트로,제조업
147760,마이크로프랜드,제조업
131290,티에스이,제조업
63760,이엘피,제조업
183410,데카시스템,제조업
65450,빅텍,제조업
105840,우진,제조업
29460,케이씨,제조업
49430,코메론,제조업
33110,이디,제조업
3160,디아이,제조업
137940,넥스트아이,제조업
2230,피에스텍,제조업
18290,지엠피,제조업
29530,신도리코,제조업
45660,에이텍,제조업
131180,딜리,제조업
66110,한프,제조업
44380,주연테크,제조업
43360,디지아이,제조업
94940,푸른기술,제조업
93190,빅솔론,제조업
96690,제이스테판,제조업
96040,이트론,제조업
267810,앙츠,"협회 및 단체, 수리 및 기타 개인 서비스업"
33230,인성정보,정보통신업
26180,현대정보기술,정보통신업
45510,정원엔시스,정보통신업
250060,모비스,정보통신업
40350,큐로컴,정보통신업
263800,데이타솔루션,정보통신업
49480,오픈베이스,정보통신업
35510,신세계I&C,정보통신업
20180,대신정보통신,정보통신업
243870,굿센,정보통신업
42500,링네트,정보통신업
38680,에스넷,정보통신업
10280,쌍용정보통신,정보통신업
31820,콤텍시스템,정보통신업
12030,DB,정보통신업
72770,네오디안테크놀로지,정보통신업
52460,아이크래프트,정보통신업
136540,윈스,정보통신업
115500,케이씨에스,정보통신업
18260,삼성에스디에스,정보통신업
124500,아이티센,정보통신업
189330,씨이랩,정보통신업
234300,에스트래픽,정보통신업
173130,오파스넷,정보통신업
70590,한솔인티큐브,정보통신업
7120,미래아이앤지,정보통신업
67730,로지시스,정보통신업
89150,케이씨티,정보통신업
75130,플랜티넷,정보통신업
38540,상상인,정보통신업
121060,유니포인트,정보통신업
12510,더존비즈온,정보통신업
67010,이씨에스,정보통신업
53980,오상자이엘,정보통신업
30790,동양네트웍스,정보통신업
64800,필링크,정보통신업
139050,데일리블록체인,정보통신업
126560,현대에이치씨엔,정보통신업
39340,한국경제TV,정보통신업
122450,KMH,정보통신업
53210,케이티스카이라이프,정보통신업
33830,티비씨,정보통신업
34120,SBS,정보통신업
66790,씨씨에스,정보통신업
37560,CJ헬로,정보통신업
58400,KNN,정보통신업
35760,CJ오쇼핑,정보통신업
28150,GS홈쇼핑,정보통신업
130960,CJE&M,정보통신업
26150,특수건설,건설업
3070,코오롱글로벌,건설업
1470,삼부토건,건설업
720,현대건설,건설업
13360,일성건설,건설업
5980,성지건설,건설업
1260,남광토건,건설업
226360,이엑스티,건설업
9410,태영건설,건설업
97230,한진중공업,건설업
5960,동부건설,건설업
13580,계룡건설산업,건설업
25950,동신건설,건설업
4200,고려개발,건설업
14790,한라,건설업
140290,청광종건,건설업
23960,에쓰씨엔지니어링,건설업
210,대림산업,건설업
2780,진흥기업,건설업
224760,엔에스컴퍼니,건설업
270020,두원석재,광업
81580,성우전자,제조업
61040,알에프텍,제조업
82660,삼우엠스,제조업
35460,기산텔레콤,제조업
271400,알로이스,제조업
32750,삼진,제조업
121800,비덴트,제조업
224110,에이텍티앤,제조업
109960,에이프로젠H&G,제조업
245450,씨앤에스링크,제조업
178320,서진시스템,제조업
29480,바른테크놀로지,제조업
7630,폴루스바이오팜,제조업
134580,디엠티,제조업
95270,웨이브일렉트로,제조업
32500,케이엠더블유,제조업
91440,텔레필드,제조업
36690,코맥스,제조업
115440,우리넷,제조업
236200,슈프리마,제조업
175140,인포마크,제조업
15710,코콤,제조업
101330,모베이스,제조업
58220,아리온,제조업
138080,오이솔루션,제조업
54340,피앤텔,제조업
46970,우리로,제조업
214870,에치디프로,제조업
73490,이노와이어리스,제조업
5930,삼성전자,제조업
84730,팅크웨어,제조업
79190,EMW,제조업
300,대유플러스,제조업
46310,백금T&A,제조업
69540,라이트론,제조업
96630,에스코넥,제조업
149940,모다,제조업
203450,유니온커뮤니티,제조업
97780,에스맥,제조업
78890,가온미디어,제조업
56360,코위버,제조업
93920,서원인텍,제조업
88800,에이스테크,제조업
8110,대동전자,제조업
49070,인탑스,제조업
39560,다산네트웍스,제조업
192410,감마누,제조업
66570,LG전자,제조업
5870,휴니드테크놀러지스,제조업
211270,AP위성,제조업
106240,파인테크닉스,제조업
38950,파인디지털,제조업
189350,코셋,제조업
73540,에프알텍,제조업
174880,장원테크,제조업
65770,CS,제조업
37460,삼지전자,제조업
189300,인텔리안테크,제조업
143160,아이디스,제조업
50890,쏠리드,제조업
58450,일야,제조업
215790,이노인스트루먼트,제조업
65570,삼영이엔씨,제조업
218410,RFHIC,제조업
200230,텔콘RF제약,제조업
109080,옵티시스,제조업
39010,현대통신,제조업
140660,위월드,제조업
33790,스카이문스테크놀로지,제조업
170790,파이오링크,제조업
83640,인콘,제조업
264450,유비쿼스,제조업
189540,씨티네트웍스,제조업
79810,디이엔티,제조업
232140,와이아이케이,제조업
83450,GST,제조업
78150,HB테크놀러지,제조업
10240,흥국,제조업
50860,아세아텍,제조업
2900,동양물산기업,제조업
160980,싸이맥스,제조업
217500,러셀,제조업
65130,탑엔지니어링,제조업
196490,디에이테크놀로지,제조업
36890,진성티이씨,제조업
89890,코세스,제조업
108230,톱텍,제조업
86390,유니테스트,제조업
232680,라온테크,제조업
36200,유니셈,제조업
42700,한미반도체,제조업
39440,에스티아이,제조업
99440,스맥,제조업
136510,쎄미시스코,제조업
141000,비아트론,제조업
109740,디에스케이,제조업
90710,디에스티로봇,제조업
64510,에코마이스터,제조업
89030,테크윙,제조업
79950,인베니아,제조업
10660,화천기계,제조업
40910,아이씨디,제조업
123100,원익테라세미콘,제조업
238490,힘스,제조업
95610,테스,제조업
144960,뉴파워프라즈마,제조업
83500,에프엔에스테크,제조업
44780,에이치케이,제조업
17550,수산중공업,제조업
82270,젬백스,제조업
49950,미래컴퍼니,제조업
123840,한일진공,제조업
160600,에스엔텍,제조업
264660,씨앤지하이테크,제조업
265520,AP시스템,제조업
197210,리드,제조업
95190,이엠코리아,제조업
259630,엠플러스,제조업
114810,아이원스,제조업
850,화천기공,제조업
64290,인텍플러스,제조업
43290,케이맥,제조업
101680,한국정밀기계,제조업
222080,씨아이에스,제조업
89790,제이티,제조업
158310,인터불스,제조업
224060,코디엠,제조업
49080,기가레인,제조업
141070,맥스로텍,제조업
187870,디바이스이엔지,제조업
122640,예스티,제조업
8830,대동기어,제조업
25890,한국주강,제조업
17370,우신시스템,제조업
71670,에이테크솔루션,제조업
33430,디에스티,제조업
36930,주성엔지니어링,제조업
98460,고영,제조업
56080,유진로봇,제조업
145210,세화아이엠씨,제조업
36090,위지트,제조업
84370,유진테크,제조업
90360,로보스타,제조업
210540,디와이파워,제조업
51490,나라엠앤디,제조업
183300,코미코,제조업
256940,케이피에스,제조업
9310,참엔지니어링,제조업
92440,기신정기,제조업
13810,스페코,제조업
53590,한국테크놀로지,제조업
53610,프로텍,제조업
255440,야스,제조업
41440,에버다임,제조업
195990,유지인트,제조업
217190,제너셈,제조업
68790,DMS,제조업
137400,피엔티,제조업
240810,원익IPS,제조업
251630,브이원텍,제조업
158300,에스에이티이엔지,제조업
217820,엔에스,제조업
177350,베셀,제조업
80000,에스엔유,제조업
490,대동공업,제조업
90470,제이스텍,제조업
49800,우진플라임,제조업
83930,아바코,제조업
101000,디엠씨,제조업
73570,에이티테크놀러지,제조업
277880,티에스아이,제조업
143540,영우디에스피,제조업
138690,엘아이에스,제조업
60310,3S,제조업
161580,필옵틱스,제조업
56190,에스에프에이,제조업
19770,서연탑메탈,제조업
83310,엘오티베큠,제조업
42670,두산인프라코어,제조업
86250,화신테크,제조업
39030,이오테크닉스,제조업
183350,엘피케이,제조업
31980,피에스케이,제조업
171090,선익시스템,제조업
33540,파라텍,제조업
79370,제우스,제조업
136660,큐엠씨,제조업
92870,엑시콘,제조업
88130,동아엘텍,제조업
9160,SIMPAC,제조업
45520,크린앤사이언스,제조업
23600,삼보판지,제조업
1020,페이퍼코리아,제조업
9770,삼정펄프,제조업
9200,무림페이퍼,제조업
9580,무림P&P,제조업
6580,대양제지,제조업
9460,한창제지,제조업
2300,한국제지,제조업
27970,세하,제조업
213500,한솔제지,제조업
1810,무림SP,제조업
4540,깨끗한나라,제조업
2870,신풍제지,제조업
8500,일정실업,제조업
5820,원림,제조업
251960,엠에프엠코리아,제조업
29960,코엔텍,"수도, 하수 및 폐기물 처리, 원료 재생업"
67900,와이엔텍,"수도, 하수 및 폐기물 처리, 원료 재생업"
60150,인선이엔티,"수도, 하수 및 폐기물 처리, 원료 재생업"
151860,KGETS,"수도, 하수 및 폐기물 처리, 원료 재생업"
79000,와토스코리아,제조업
35150,백산,제조업
14440,영보화학,제조업
8730,율촌화학,제조업
56700,신화인터텍,제조업
224020,에스케이씨에스,제조업
51980,중앙리빙테크,제조업
4250,엔피씨,제조업
178920,SKC코오롱PI,제조업
35200,프럼파스트,제조업
3720,삼영화학공업,제조업
22220,정산애강,제조업
95500,미래나노텍,제조업
8370,원풍,제조업
55490,테이팩스,제조업
238090,앤디포스,제조업
89980,상아프론테크,제조업
52420,오성첨단소재,제조업
6060,화승인더스트리,제조업
4830,덕성,제조업
50760,에스폴리텍,제조업
108670,LG하우시스,제조업
112240,에스에프씨,제조업
272550,삼양패키징,제조업
24890,대원화성,제조업
83470,KJ프리텍,제조업
3780,진양산업,제조업
24070,WISCOM,제조업
115570,스타플렉스,제조업
115960,연우,제조업
115390,락앤락,제조업
121850,코이즈,제조업
83660,CSA코스믹,제조업
14820,동원시스템즈,제조업
52900,KMH하이텍,제조업
21650,한국큐빅,제조업
60260,뉴보텍,제조업
51630,진양화학,제조업
91970,나노캠텍,제조업
138490,코오롱플라스틱,제조업
48830,엔피케이,제조업
126600,코프라,제조업
87730,네패스신소재,제조업
36640,HRS,제조업
285130,SK케미칼,제조업
196700,웹스,제조업
263540,샘코,제조업
47810,한국항공우주,제조업
221840,하이즈항공,제조업
99320,쎄트렉아이,제조업
67390,아스트,제조업
12450,한화에어로스페이스,제조업
3490,대한항공,운수 및 창고업
89590,제주항공,운수 및 창고업
20560,아시아나항공,운수 및 창고업
272450,진에어,운수 및 창고업
11200,현대상선,운수 및 창고업
28670,팬오션,운수 및 창고업
5880,대한해운,운수 및 창고업
3280,흥아해운,운수 및 창고업
44450,KSS해운,운수 및 창고업
32860,GMR머티리얼즈,"수도, 하수 및 폐기물 처리, 원료 재생업"
65160,에프티이앤이,제조업
4800,효성,제조업
104480,티케이케미칼,제조업
114630,우노앤컴퍼니,제조업
3240,태광산업,제조업
120110,코오롱인더,제조업
3830,대한화섬,제조업
298020,효성티앤씨,제조업
144620,코오롱머티리얼,제조업
79980,휴비스,제조업
298050,효성첨단소재,제조업
43910,자연과환경,"수도, 하수 및 폐기물 처리, 원료 재생업"
150,두산,"전문, 과학 및 기술 서비스업"
35610,솔본,"전문, 과학 및 기술 서비스업"
2620,제일파마홀딩스,"전문, 과학 및 기술 서비스업"
180,성창기업지주,"전문, 과학 및 기술 서비스업"
16710,대성홀딩스,"전문, 과학 및 기술 서비스업"
5250,녹십자홀딩스,"전문, 과학 및 기술 서비스업"
102260,동성코퍼레이션,"전문, 과학 및 기술 서비스업"
34310,NICE,"전문, 과학 및 기술 서비스업"
700,유수홀딩스,"전문, 과학 및 기술 서비스업"
2030,아세아,"전문, 과학 및 기술 서비스업"
900310,컬러레이,"전문, 과학 및 기술 서비스업"
227420,오백볼트,"전문, 과학 및 기술 서비스업"
35000,지투알,"전문, 과학 및 기술 서비스업"
